program,proxyProject,proxyConfig,name,component,subcomponent,materialCategory,materialName,substanceGroup,substanceName,productGroup,productLine,status,massMobilizedBioCert,massMobilizedPrimary,massMobilizedRcCert,massMobilizedRen,massShippedBioCert,massShippedPrimary,massShippedRcCert,massShippedRen,materialMassShipped,materialMassMobilized,date,lastUpdated
WR500,,,Wearable D,Back Crystal,Back Crystal,Glass,Mn,Glass,Mn,Wearable,,active,0,0.23251370363929774,0.025834855959921972,0,0,0.23251370363929774,0.025834855959921972,0,0.2583485595992197,0.2583485595992197,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Back Crystal,Back Crystal,Glass,Ni,Glass,Ni,Wearable,,active,0,1.266384869451001,0.14070942993900012,0,0,1.266384869451001,0.14070942993900012,0,1.407094299390001,1.407094299390001,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Back Crystal,Back Crystal,Glass,P,Glass,P,Wearable,,active,0,0.6847151456600649,0.07607946062889609,0,0,0.6847151456600649,0.07607946062889609,0,0.7607946062889609,0.7607946062889609,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Back Crystal,Back Crystal,Glass,Fe,Glass,Fe,Wearable,,active,0,0.06638628124963644,0.007376253472181827,0,0,0.06638628124963644,0.007376253472181827,0,0.07376253472181826,0.07376253472181826,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,P,Elements,P,Wearable,,active,0,0.18090420989328299,0.031924272334108765,0,0,0.18090420989328299,0.031924272334108765,0,0.21282848222739176,0.21282848222739176,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,Li,Elements,Li,Wearable,,active,0,0.2677050101553616,0.047242060615652046,0,0,0.2677050101553616,0.047242060615652046,0,0.31494707077101364,0.31494707077101364,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,B,Elements,B,Wearable,,active,0,0.1613592334551093,0.02847515884501929,0,0,0.1613592334551093,0.02847515884501929,0,0.1898343923001286,0.1898343923001286,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,Cr,Elements,Cr,Wearable,,active,0,0.25744741974374,0.045431897601836475,0,0,0.25744741974374,0.045431897601836475,0,0.3028793173455765,0.3028793173455765,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,Mn,Elements,Mn,Wearable,,active,0,0.24156393318026917,0.042628929384753385,0,0,0.24156393318026917,0.042628929384753385,0,0.2841928625650226,0.2841928625650226,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Inductive_charger,Inductive_charger,Elements,Fe,Elements,Fe,Wearable,,active,0,0.16602019357223685,0.02929768121863003,0,0,0.16602019357223685,0.02929768121863003,0,0.19531787479086687,0.19531787479086687,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,Mn,Steel,Mn,Wearable,,active,0,0.056552594630673865,0.06911983788193474,0,0,0.056552594630673865,0.06911983788193474,0,0.1256724325126086,0.1256724325126086,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,Cr,Steel,Cr,Wearable,,active,0,0.09446297418377837,0.11545474622461803,0,0,0.09446297418377837,0.11545474622461803,0,0.2099177204083964,0.2099177204083964,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,P,Steel,P,Wearable,,active,0,0.10553125304843518,0.12898264261475412,0,0,0.10553125304843518,0.12898264261475412,0,0.2345138956631893,0.2345138956631893,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,Cu,Steel,Cu,Wearable,,active,0,0.03484499077658068,0.04258832206026529,0,0,0.03484499077658068,0.04258832206026529,0,0.07743331283684597,0.07743331283684597,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,Ag,Steel,Ag,Wearable,,active,0,0.09771714052982014,0.11943206064755796,0,0,0.09771714052982014,0.11943206064755796,0,0.2171492011773781,0.2171492011773781,2025-01-15 10:00:00,2025-06-01
WR500,,,Wearable D,Fasteners,Fasteners,Steel,Si,Steel,Si,Wearable,,active,0,0.06089104683071173,0.07442239057086991,0,0,0.06089104683071173,0.07442239057086991,0,0.13531343740158164,0.13531343740158164,2025-01-15 10:00:00,2025-06-01
