program,proxyProject,proxyConfig,name,component,subcomponent,materialCategory,materialName,substanceGroup,substanceName,productGroup,productLine,status,massMobilizedBioCert,massMobilizedPrimary,massMobilizedRcCert,massMobilizedRen,massShippedBioCert,massShippedPrimary,massShippedRcCert,massShippedRen,materialMassShipped,materialMassMobilized,date,lastUpdated
LP400,,,Laptop C,Keyboard,Keyboard,Plastic,Al,Plastic,Al,Laptop,,active,0,7.648398722293132,1.912099680573283,0,0,7.648398722293132,1.912099680573283,0,9.560498402866415,9.560498402866415,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Keyboard,Keyboard,Plastic,Cu,Plastic,Cu,Laptop,,active,0,21.641976113204926,5.4104940283012315,0,0,21.641976113204926,5.4104940283012315,0,27.052470141506156,27.052470141506156,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Keyboard,Keyboard,Plastic,Co,Plastic,Co,Laptop,,active,0,16.107604744587718,4.0269011861469295,0,0,16.107604744587718,4.0269011861469295,0,20.134505930734647,20.134505930734647,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Trackpad,Trackpad,Aluminum,Si,Aluminum,Si,Laptop,,active,0,3.230962313089767,3.230962313089767,0,0,3.230962313089767,3.230962313089767,0,6.461924626179534,6.461924626179534,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Trackpad,Trackpad,Aluminum,Cu,Aluminum,Cu,Laptop,,active,0,4.942435943775282,4.942435943775282,0,0,4.942435943775282,4.942435943775282,0,9.884871887550563,9.884871887550563,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Trackpad,Trackpad,Aluminum,P,Aluminum,P,Laptop,,active,0,3.4495966911057194,3.4495966911057194,0,0,3.4495966911057194,3.4495966911057194,0,6.899193382211439,6.899193382211439,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Trackpad,Trackpad,Aluminum,Mg,Aluminum,Mg,Laptop,,active,0,0.8770050520292335,0.8770050520292335,0,0,0.8770050520292335,0.8770050520292335,0,1.754010104058467,1.754010104058467,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,MLB,MLB,Elements,Ni,Elements,Ni,Laptop,,active,0,12.902930828054693,6.947731984337142,0,0,12.902930828054693,6.947731984337142,0,19.850662812391835,19.850662812391835,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,MLB,MLB,Elements,Ag,Elements,Ag,Laptop,,active,0,3.015384085221025,1.6236683535805518,0,0,3.015384085221025,1.6236683535805518,0,4.639052438801577,4.639052438801577,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,MLB,MLB,Elements,Au,Elements,Au,Laptop,,active,0,3.581685086724282,1.9285996620823056,0,0,3.581685086724282,1.9285996620823056,0,5.510284748806588,5.510284748806588,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,Mg,Aluminum,Mg,Laptop,,active,0,5.921667058726837,5.466154208055541,0,0,5.921667058726837,5.466154208055541,0,11.387821266782378,11.387821266782378,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,Li,Aluminum,Li,Laptop,,active,0,4.557391820186523,4.206823218633713,0,0,4.557391820186523,4.206823218633713,0,8.764215038820236,8.764215038820236,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,Al,Aluminum,Al,Laptop,,active,0,5.629345573066187,5.196318990522634,0,0,5.629345573066187,5.196318990522634,0,10.825664563588822,10.825664563588822,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,Fe,Aluminum,Fe,Laptop,,active,0,1.439542376440952,1.3288083474839558,0,0,1.439542376440952,1.3288083474839558,0,2.768350723924908,2.768350723924908,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,Ag,Aluminum,Ag,Laptop,,active,0,0.9881338857066383,0.9121235868061276,0,0,0.9881338857066383,0.9121235868061276,0,1.9002574725127659,1.9002574725127659,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Thermal_Mgmt,Thermal_Mgmt,Aluminum,P,Aluminum,P,Laptop,,active,0,4.863919285872863,4.489771648498027,0,0,4.863919285872863,4.489771648498027,0,9.35369093437089,9.35369093437089,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,Cu,Steel,Cu,Laptop,,active,0,1.48132445648495,1.1638977872381748,0,0,1.48132445648495,1.1638977872381748,0,2.6452222437231248,2.6452222437231248,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,B,Steel,B,Laptop,,active,0,1.5954912906171035,1.2536002997705813,0,0,1.5954912906171035,1.2536002997705813,0,2.8490915903876846,2.8490915903876846,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,Ni,Steel,Ni,Laptop,,active,0,1.4970458565443208,1.176250315856252,0,0,1.4970458565443208,1.176250315856252,0,2.6732961724005726,2.6732961724005726,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,Co,Steel,Co,Laptop,,active,0,0.49265583563908383,0.3870867280021373,0,0,0.49265583563908383,0.3870867280021373,0,0.879742563641221,0.879742563641221,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,Mn,Steel,Mn,Laptop,,active,0,1.4538843540816264,1.1423377067784206,0,0,1.4538843540816264,1.1423377067784206,0,2.596222060860047,2.596222060860047,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Speaker,Speaker,Steel,Mg,Steel,Mg,Laptop,,active,0,0.1995982066329154,0.1568271623544335,0,0,0.1995982066329154,0.1568271623544335,0,0.3564253689873489,0.3564253689873489,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Fasteners,Fasteners,Steel,Cr,Steel,Cr,Laptop,,active,0,0.927258875488108,1.28050035186453,0,0,0.927258875488108,1.28050035186453,0,2.207759227352638,2.207759227352638,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Fasteners,Fasteners,Steel,Fe,Steel,Fe,Laptop,,active,0,0.9846510613759353,1.3597562276143866,0,0,0.9846510613759353,1.3597562276143866,0,2.344407288990322,2.344407288990322,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Fasteners,Fasteners,Steel,Au,Steel,Au,Laptop,,active,0,0.25191794354946784,0.34788668394926503,0,0,0.25191794354946784,0.34788668394926503,0,0.5998046274987329,0.5998046274987329,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Fasteners,Fasteners,Steel,Si,Steel,Si,Laptop,,active,0,0.7458799402601284,1.0300246794068437,0,0,0.7458799402601284,1.0300246794068437,0,1.775904619666972,1.775904619666972,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Fasteners,Fasteners,Steel,Mg,Steel,Mg,Laptop,,active,0,0.45029217932636073,0.6218320571649743,0,0,0.45029217932636073,0.6218320571649743,0,1.072124236491335,1.072124236491335,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,Cr,Elements,Cr,Laptop,,active,0,1.0124655479609908,0.3374885159869969,0,0,1.0124655479609908,0.3374885159869969,0,1.3499540639479877,1.3499540639479877,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,Cu,Elements,Cu,Laptop,,active,0,1.2570347116378289,0.41901157054594296,0,0,1.2570347116378289,0.41901157054594296,0,1.6760462821837718,1.6760462821837718,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,B,Elements,B,Laptop,,active,0,0.4934052878353915,0.16446842927846383,0,0,0.4934052878353915,0.16446842927846383,0,0.6578737171138553,0.6578737171138553,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,Ti,Elements,Ti,Laptop,,active,0,0.04112412923050743,0.013708043076835808,0,0,0.04112412923050743,0.013708043076835808,0,0.05483217230734323,0.05483217230734323,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,Zn,Elements,Zn,Laptop,,active,0,1.306766003681312,0.43558866789377065,0,0,1.306766003681312,0.43558866789377065,0,1.7423546715750826,1.7423546715750826,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,Wireless,Wireless,Elements,Mg,Elements,Mg,Laptop,,active,0,0.3892043196539695,0.12973477321798985,0,0,0.3892043196539695,0.12973477321798985,0,0.5189390928719594,0.5189390928719594,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,SSD,SSD,Elements,Cu,Elements,Cu,Laptop,,active,0,1.163336324776484,0.49857271061849323,0,0,1.163336324776484,0.49857271061849323,0,1.6619090353949775,1.6619090353949775,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,SSD,SSD,Elements,Li,Elements,Li,Laptop,,active,0,2.623770309294065,1.1244729896974563,0,0,2.623770309294065,1.1244729896974563,0,3.7482432989915213,3.7482432989915213,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,SSD,SSD,Elements,Al,Elements,Al,Laptop,,active,0,0.30828787098323845,0.13212337327853077,0,0,0.30828787098323845,0.13212337327853077,0,0.44041124426176925,0.44041124426176925,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,SSD,SSD,Elements,Cr,Elements,Cr,Laptop,,active,0,2.3978945828082145,1.0276691069178063,0,0,2.3978945828082145,1.0276691069178063,0,3.425563689726021,3.425563689726021,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,SSD,SSD,Elements,Au,Elements,Au,Laptop,,active,0,0.5067109121379977,0.2171618194877133,0,0,0.5067109121379977,0.2171618194877133,0,0.723872731625711,0.723872731625711,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,I_O,I_O,Elements,Sn,Elements,Sn,Laptop,,active,0,1.2849179690066894,0.4996903212803793,0,0,1.2849179690066894,0.4996903212803793,0,1.7846082902870688,1.7846082902870688,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,I_O,I_O,Elements,Ni,Elements,Ni,Laptop,,active,0,0.24685696545115446,0.0959999310087823,0,0,0.24685696545115446,0.0959999310087823,0,0.3428568964599368,0.3428568964599368,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,I_O,I_O,Elements,Ag,Elements,Ag,Laptop,,active,0,2.3433295485293835,0.9112948244280936,0,0,2.3433295485293835,0.9112948244280936,0,3.254624372957477,3.254624372957477,2025-01-15 10:00:00,2025-06-01
LP400,,,Laptop C,I_O,I_O,Elements,Si,Elements,Si,Laptop,,active,0,1.1648955170127724,0.4530149232827449,0,0,1.1648955170127724,0.4530149232827449,0,1.6179104402955173,1.6179104402955173,2025-01-15 10:00:00,2025-06-01
